,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,total_minutes,total_charge,total_calls,average_call_length,average_charge,customer_service_calls,churn,state_AL,state_AR,state_AZ,state_CA,state_CO,state_CT,state_DC,state_DE,state_FL,state_GA,state_HI,state_IA,state_ID,state_IL,state_IN,state_KS,state_KY,state_LA,state_MA,state_MD,state_ME,state_MI,state_MN,state_MO,state_MS,state_MT,state_NC,state_ND,state_NE,state_NH,state_NJ,state_NM,state_NV,state_NY,state_OH,state_OK,state_OR,state_PA,state_RI,state_SC,state_SD,state_TN,state_TX,state_UT,state_VA,state_VT,state_WA,state_WI,state_WV,state_WY
10,65,415,329,0,0,0.0,0.36801596351197263,0.8303030303030303,0.3680415828303152,0.6282650536156172,0.48823529411764705,0.6282756389517956,0.49919311457773,0.5492957746478874,0.4997011356843992,0.635,0.3,0.6351851851851852,0.4907607790910608,0.4270691068014204,0.6488888888888888,0.3333333333333333,0.3333333333333332,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,74,415,344,0,0,0.0,0.5350627137970353,0.7696969696969697,0.5350435949027498,0.449271377508936,0.8705882352941177,0.4493691362018764,0.4647660032275417,0.4295774647887324,0.4650328750747161,0.45499999999999996,0.25,0.4555555555555555,0.4526385883136343,0.4664026222343622,0.8133333333333334,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,168,408,363,0,0,0.0,0.36716077537058156,0.5818181818181818,0.36720321931589534,0.28842452570800114,0.4176470588235294,0.28857974765448074,0.3171059709521248,0.6690140845070423,0.31739390316796173,0.5599999999999999,0.1,0.5592592592592592,0.16930248043948729,0.23572794318492224,0.4711111111111111,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,95,510,394,0,0,0.0,0.4464082098061573,0.5333333333333333,0.44634473507712946,0.680780863348914,0.4411764705882353,0.6810093820769978,0.45481441635287795,0.5774647887323944,0.4548714883442917,0.615,0.25,0.6148148148148147,0.5402030963875479,0.5013657470636438,0.4088888888888889,0.3333333333333333,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,62,415,366,0,0,0.0,0.34407069555302167,0.42424242424242425,0.3440643863179074,0.8446521858674731,0.4470588235294118,0.8447104496926561,0.4835933297471759,0.4647887323943662,0.48416019127316207,0.655,0.3,0.6555555555555556,0.5988013983685702,0.4968587817536192,0.26666666666666666,0.6666666666666666,0.3333333333333332,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,161,415,351,0,0,0.0,0.9489737742303306,0.40606060606060607,0.9488598256203891,0.8737970855100358,0.5705882352941176,0.8738272403752831,0.36955352339967723,0.6690140845070423,0.369994022713688,0.27,0.45,0.27037037037037037,0.8862993174629603,0.947282163343349,0.4888888888888889,0.6666666666666666,0.6666666666666666,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,85,408,350,0,1,0.5294117647058824,0.5598631698973774,0.8424242424242424,0.5598591549295775,0.7723398405279076,0.5294117647058824,0.7725655127790358,0.1777837547068316,0.29577464788732394,0.17812313209802746,0.6900000000000001,0.2,0.6907407407407407,0.4929249209255867,0.5748429390876809,0.52,0.3333333333333333,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,93,510,386,0,0,0.0,0.5436145952109463,0.6909090909090909,0.5435949027498324,0.5999450096233159,0.6529411764705882,0.6001294079585895,0.28617536309844,0.6197183098591549,0.28631201434548714,0.40499999999999997,0.15,0.4055555555555555,0.43665723322790095,0.49248839114995896,0.7022222222222222,0.3333333333333333,0.6666666666666666,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,76,510,356,0,1,0.6470588235294118,0.540763968072976,0.4,0.5407444668008048,0.5850976079186143,0.38235294117647056,0.5852474927208023,0.3832705755782679,0.528169014084507,0.38374178123132097,0.5,0.25,0.5,0.48926252705177314,0.5131111718109808,0.23555555555555555,0.3333333333333333,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,73,415,373,0,0,0.0,0.6396807297605474,0.5454545454545454,0.6396713615023474,0.4385482540555403,0.5176470588235295,0.43869297961824655,0.45615922538999465,0.2887323943661972,0.456664674237896,0.65,0.1,0.6499999999999999,0.5084068586648912,0.5595465719748702,0.28,0.3333333333333333,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,147,415,396,0,0,0.0,0.4421322690992018,0.7090909090909091,0.4421529175050302,0.6590596645587022,0.5470588235294118,0.6590100291167907,0.49919311457773,0.704225352112676,0.4997011356843992,0.53,0.2,0.5296296296296296,0.5491926086232729,0.4926249658563234,0.6933333333333334,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,77,408,393,0,0,0.0,0.17787913340935005,0.5393939393939394,0.17790073775989268,0.46714324993126205,0.711764705882353,0.4671627305079262,0.5013448090371168,0.21830985915492956,0.5014943215780036,0.28500000000000003,0.3,0.28518518518518515,0.271849508906276,0.17877629063097508,0.39555555555555555,0.3333333333333333,0.1666666666666666,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,130,415,358,0,0,0.0,0.5216647662485747,0.6787878787878788,0.5216297786720322,0.20043992301347266,0.5823529411764706,0.20058233581365253,0.4265734265734266,0.31690140845070425,0.4267782426778242,0.475,0.95,0.47592592592592586,0.2711836191110373,0.3432122370936903,0.52,0.0,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,111,415,350,0,0,0.0,0.314709236031927,0.6242424242424243,0.3147216633132126,0.3775089359362112,0.6,0.37754771918472985,0.44755244755244755,0.5070422535211268,0.4476987447698744,0.385,0.3,0.3851851851851852,0.2675212252372233,0.2474733679322589,0.5555555555555556,0.0,0.3333333333333332,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,132,510,343,0,0,0.0,0.23118586088939563,0.5212121212121212,0.23122065727699528,0.6741820181468243,0.4235294117647059,0.6742154642510514,0.5750403442711135,0.5774647887323944,0.5756126718469814,0.515,0.1,0.5148148148148147,0.4816047944065257,0.343485386506419,0.37333333333333335,0.3333333333333333,0.1666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,174,415,331,0,0,0.0,0.3543329532497149,0.46060606060606063,0.35429242119382964,0.7618916689579325,0.6588235294117647,0.761889356195406,0.6118881118881119,0.5774647887323944,0.6120741183502688,0.775,0.25,0.7759259259259259,0.6380888962876646,0.5083310570882272,0.52,0.3333333333333333,0.3333333333333332,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,57,408,357,0,1,0.7647058823529411,0.6071835803876853,0.696969696969697,0.6071428571428572,0.5254330492163871,0.6588235294117647,0.5253963118731801,0.42899408284023666,0.5774647887323944,0.42916915720263005,0.475,0.15,0.47592592592592586,0.5193940402863326,0.5505326413548212,0.6844444444444444,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,54,408,418,0,0,0.0,0.3828392246294185,0.44242424242424244,0.3827967806841046,0.42755017871872425,0.5882352941176471,0.427693303138143,0.2122108660570199,0.24647887323943662,0.21219366407650925,0.735,0.2,0.7351851851851852,0.20359580489429,0.2960939633979787,0.24,0.3333333333333333,0.6666666666666666,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,20,415,353,0,0,0.0,0.5416191562143672,0.6606060606060606,0.5415828303152246,0.7099257629914765,0.49411764705882355,0.7101261727596246,0.42576654115115653,0.4859154929577465,0.4261805140466228,0.315,0.3,0.31481481481481477,0.5854836024637924,0.5625512155148867,0.4888888888888889,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,49,510,410,0,0,0.0,0.34007981755986316,0.7090909090909091,0.34004024144869216,0.5914215012372834,0.6411764705882353,0.5913943707538014,0.4182356105433028,0.4014084507042254,0.4184100418410041,0.5549999999999999,0.05,0.5555555555555555,0.39936740469452303,0.364244741873805,0.56,0.3333333333333333,0.3333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,142,415,416,0,0,0.0,0.24173318129988597,0.5757575757575758,0.24178403755868544,0.3758592246356887,0.37058823529411766,0.3759301197023617,0.6113501882732653,0.8098591549295775,0.6114763897190676,0.71,0.3,0.7092592592592593,0.33610787414682874,0.2487025402895384,0.5377777777777778,0.3333333333333333,0.1666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,75,510,370,0,0,0.0,0.6445267958950969,0.6363636363636364,0.6445338698859825,0.5540280450921089,0.6294117647058823,0.5541895826593335,0.5997848305540613,0.45774647887323944,0.6001195457262403,0.515,0.25,0.5148148148148147,0.6655568503412685,0.635072384594373,0.5511111111111111,0.3333333333333333,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,172,408,383,0,0,0.0,0.6043329532497149,0.7333333333333333,0.6042924211938296,0.08578498762716524,0.6764705882352942,0.08573277256551277,0.7264658418504573,0.31690140845070425,0.7268380155409444,0.63,0.5,0.6296296296296295,0.44081904444814396,0.44195574979513796,0.5911111111111111,0.3333333333333333,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,12,408,360,0,0,0.0,0.7115165336374002,0.7151515151515152,0.7114352783366867,0.6939785537530933,0.7,0.693950177935943,0.691231845077999,0.4014084507042254,0.6915720263000598,0.5900000000000001,0.15,0.5907407407407407,0.8485100715831533,0.7750614586178639,0.6177777777777778,0.3333333333333333,0.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,57,408,395,0,1,0.49019607843137253,0.5039908779931586,0.5696969696969697,0.5040241448692153,0.5361561726697828,0.4411764705882353,0.5363959883532836,0.5118343195266273,0.5845070422535211,0.5122534369396294,0.41500000000000004,0.2,0.4148148148148148,0.5148992841684701,0.48565965583174,0.43555555555555553,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,72,415,362,0,1,0.7254901960784313,0.6271379703534777,0.48484848484848486,0.6270959087860496,0.5974704426725324,0.6,0.5975412487868004,0.3485745024206563,0.2676056338028169,0.34907352062163777,0.735,0.3,0.7351851851851852,0.5335441984351592,0.5980606391696258,0.3022222222222222,0.3333333333333333,0.6666666666666666,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,36,408,341,0,1,0.5882352941176471,0.4170467502850627,0.7757575757575758,0.41700201207243465,0.44679681055815235,0.47058823529411764,0.44678097703008735,0.28536847767617,0.5352112676056338,0.2857142857142857,0.725,0.3,0.7259259259259259,0.2801731313467622,0.348128926522808,0.5866666666666667,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,78,415,353,0,0,0.0,0.37286202964652226,0.3878787878787879,0.37290409121395035,0.615067363211438,0.6823529411764706,0.6150113231963766,0.5502958579881657,0.528169014084507,0.5505080693365213,0.5,0.25,0.5,0.5127351423339438,0.4270691068014204,0.4533333333333333,0.3333333333333333,0.3333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,136,415,402,1,1,0.6470588235294118,0.5812428734321551,0.6424242424242425,0.5811535881958416,0.5158097332966731,0.5823529411764706,0.5160142348754448,0.21113501882732652,0.5211267605633803,0.21159593544530783,0.525,0.3,0.5259259259259259,0.3652405526885301,0.4793772193389784,0.5644444444444444,0.3333333333333333,0.8333333333333331,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,149,408,332,0,0,0.0,0.40022805017103763,0.5696969696969697,0.40023474178403756,0.7473192191366511,0.5411764705882353,0.7473309608540926,0.4440559440559441,0.528169014084507,0.44411237298266587,0.5549999999999999,0.45,0.5555555555555555,0.5448643249542202,0.48497678229991803,0.49777777777777776,0.3333333333333333,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,98,408,372,0,0,0.0,0.3600342075256556,0.6181818181818182,0.3599932930918846,0.4586197415452296,0.5,0.45875121319961176,0.44271113501882736,0.7183098591549296,0.4429169157202629,0.47000000000000003,0.1,0.4703703703703703,0.3429332445480274,0.32381862878994805,0.5911111111111111,0.3333333333333333,0.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,135,408,383,1,1,0.803921568627451,0.49344355758266817,0.5151515151515151,0.49346076458752514,0.5606268902941985,0.6294117647058823,0.5606599805888062,0.2662721893491124,0.31690140845070425,0.2665869695158398,0.73,0.75,0.7296296296296295,0.382054270018312,0.4543840480742966,0.4177777777777778,0.3333333333333333,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,34,510,353,0,0,0.0,0.3557582668187001,0.49696969696969695,0.35580147551978536,0.7759142150123728,0.5764705882352941,0.7761242316402458,0.7754168908015062,0.31690140845070425,0.775851763299462,0.5,0.2,0.5,0.7394706176127853,0.5326413548210871,0.31555555555555553,0.6666666666666666,0.3333333333333332,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,160,415,390,0,0,0.0,0.24458380843785632,0.4666666666666667,0.24463447350771295,0.4544954632939236,0.6470588235294118,0.4545454545454546,0.41769768692845616,0.4154929577464789,0.4178123132098027,0.45999999999999996,0.2,0.4592592592592592,0.25719993341102054,0.2215241737230265,0.4088888888888889,0.3333333333333333,0.3333333333333332,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,64,510,352,0,0,0.0,0.4389965792474344,0.40606060606060607,0.43896713615023475,0.6208413527632665,0.6941176470588235,0.620834681332902,0.6511565357719205,0.3732394366197183,0.6515242080095636,0.175,0.15,0.1759259259259259,0.6064591310138174,0.4825184375853593,0.3688888888888889,0.3333333333333333,0.3333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,59,408,353,0,1,0.5490196078431373,0.3446408209806157,0.5878787878787879,0.34456740442655936,0.585647511685455,0.5411764705882353,0.5858945325137496,0.3762775685852609,0.5845070422535211,0.37656903765690375,0.425,0.25,0.4259259259259259,0.36823705676710516,0.34649003004643536,0.5288888888888889,0.3333333333333333,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,65,415,363,0,0,0.0,0.6023375142531358,0.7272727272727273,0.602280348759222,0.4470717624415727,0.7176470588235294,0.447104496926561,0.2998924152770306,0.5985915492957746,0.30005977286312013,0.6599999999999999,0.25,0.6592592592592592,0.39537206592308977,0.49754165528544125,0.7733333333333333,0.0,0.6666666666666666,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,142,408,364,0,0,0.0,0.5330672748004561,0.806060606060606,0.5330315224681421,0.3700852350838603,0.43529411764705883,0.3701067615658363,0.5890263582571275,0.6619718309859155,0.5893604303646144,0.37,0.25,0.37037037037037035,0.4776094556350924,0.4534280251297459,0.6577777777777778,0.3333333333333333,0.5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,119,415,398,0,0,0.0,0.4535347776510832,0.6909090909090909,0.4535546613011402,0.6359637063513885,0.6882352941176471,0.6360401164671627,0.322754168908015,0.4084507042253521,0.3227734608487747,0.44000000000000006,0.15,0.4407407407407407,0.42966539037789236,0.4452335427478831,0.5955555555555555,0.3333333333333333,0.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,97,415,405,0,1,0.47058823529411764,0.37970353477765106,0.8181818181818182,0.3796109993293092,0.5971954907891119,0.3411764705882353,0.5972177288903268,0.12748789671866592,0.323943661971831,0.127913927077107,0.55,0.15,0.55,0.24587980689195943,0.3321496858781754,0.37333333333333335,0.3333333333333333,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
